customer_id,recency,frequency,monetary,avg_order_val,n_items,tenure_days,return_rate,satisfaction_flag,dependency_score,promo_orders,n_orders,value_tier,loyal_defA,loyal_defB,R_score,F_score,M_score,RFM_score,RFM_total,segment
15195,3,1,3861.0,3861.0,1,3,0.0,0,1.0,1.0,1,High,0,0,5,1,5,515,11,Potential Loyalists
15197,11,3,1079.6100000000001,359.87000000000006,30,358,0.03298969072158146,0,0.6667,2.0,3,Mid,0,1,5,3,4,534,12,Loyal Customers
15198,92,2,193.64,96.82,10,124,0.0,1,0.0,0.0,2,Low,0,0,2,3,1,231,6,Lost
15199,59,4,1268.7,317.17499999999995,5,308,0.0,1,0.0,0.0,4,High,1,1,3,4,4,344,11,Loyal Customers
15201,87,5,1236.54,247.308,35,247,0.17009602194775714,0,0.0,0.0,5,High,1,1,2,4,4,244,10,Loyal Customers
15203,26,6,1827.8,304.6333333333333,82,312,0.0,1,0.1667,1.0,6,High,1,1,4,5,4,454,13,Champions
15204,357,1,316.58,316.58,9,357,0.0,0,1.0,1.0,1,Low,0,0,1,1,2,112,4,Lost
15205,85,2,653.24,326.62,37,127,0.0,1,0.0,0.0,2,Mid,0,1,2,3,3,233,8,Loyal Customers
15206,10,4,420.29999999999995,105.075,3,276,0.0,1,0.25,1.0,4,Mid,0,1,5,4,2,542,11,Champions
15208,1,5,870.12,174.024,25,353,0.006289308176080852,0,0.6,3.0,5,Mid,0,1,5,4,3,543,12,Champions
15210,225,1,331.18,331.18,20,225,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
15211,60,2,894.4100000000001,447.20500000000004,52,365,0.0,1,0.5,1.0,2,Mid,0,1,3,3,3,333,9,Loyal Customers
15212,241,1,101.8,101.8,5,241,0.07692307692110455,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15213,319,2,328.35,164.17499999999998,22,330,0.007299270072966061,0,0.0,0.0,2,Low,0,0,1,3,2,132,6,Need Attention
15214,2,8,1661.44,207.68,109,243,0.0,1,0.5,4.0,8,High,0,1,5,5,4,554,14,Champions
15215,47,3,734.94,244.98000000000002,33,97,0.0585774058574955,0,0.0,0.0,3,Mid,0,1,3,3,3,333,9,Loyal Customers
15216,88,1,96.6,96.6,2,88,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15218,11,11,5756.89,523.3536363636363,77,319,0.0,1,0.0909,1.0,11,High,1,1,5,5,5,555,15,Champions
15219,176,1,305.75,305.75,9,176,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
15220,52,6,1778.96,296.49333333333334,110,281,0.01135557132717434,0,0.0,0.0,6,High,1,1,3,5,4,354,12,Loyal Customers
15221,366,1,403.25,403.25,5,366,0.29508196720827734,0,1.0,1.0,1,Mid,0,0,1,1,2,112,4,Lost
15222,319,1,585.0,585.0,5,319,0.0,0,0.0,0.0,1,Mid,0,0,1,1,3,113,5,Lost
15223,226,2,755.75,377.875,14,250,0.35060975609649203,0,0.0,0.0,2,Mid,0,0,1,3,3,133,7,At Risk
15224,358,2,322.08,161.04000000000002,13,363,0.012987012986928656,0,1.0,2.0,2,Low,0,0,1,3,2,132,6,Need Attention
15225,234,1,409.40000000000003,409.40000000000003,23,234,0.0,0,0.0,0.0,1,Mid,0,0,1,1,2,112,4,Lost
15226,311,1,154.41,154.41,8,311,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15227,37,5,1219.4,243.88000000000002,43,317,0.0,1,0.4,2.0,5,High,1,1,3,4,4,344,11,Loyal Customers
15228,66,4,3386.71,846.6775,110,295,0.0013286093888390928,1,0.0,0.0,4,High,1,1,3,4,5,345,12,Loyal Customers
15230,239,2,429.6,214.8,23,241,0.0,1,0.0,0.0,2,Mid,0,0,1,3,2,132,6,Need Attention
15232,113,2,612.06,306.03,26,141,0.0,1,0.0,0.0,2,Mid,0,0,2,3,3,233,8,Loyal Customers
15234,277,1,197.0,197.0,14,277,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15235,218,12,2247.51,187.29250000000002,132,373,0.0,1,0.25,3.0,12,High,1,0,1,5,5,155,11,At Risk
15236,299,1,321.05,321.05,15,299,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
15237,2,4,1412.32,353.08000000000004,94,227,0.0,1,0.25,1.0,4,High,1,1,5,4,4,544,13,Champions
15238,29,3,1071.99,357.33,49,184,0.004316546762583718,1,0.3333,1.0,3,Mid,0,1,4,3,4,434,11,Loyal Customers
15239,10,2,780.59,390.295,48,79,0.005025125628132287,0,0.5,1.0,2,Mid,0,1,5,3,3,533,11,Loyal Customers
15240,45,5,1706.57,341.31399999999996,58,312,0.0058097312999231595,0,0.0,0.0,5,High,1,1,3,4,4,344,11,Loyal Customers
15241,67,8,1756.44,219.555,82,284,0.0016474464579892107,1,0.0,0.0,8,High,1,1,3,5,4,354,12,Loyal Customers
15243,74,1,316.68,316.68,22,74,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
15244,65,2,631.57,315.78499999999997,31,248,0.0,1,0.0,0.0,2,Mid,0,1,3,3,3,333,9,Loyal Customers
15245,134,3,2515.84,838.6133333333333,55,261,0.0,1,0.0,0.0,3,High,1,0,2,3,5,235,10,Loyal Customers
15246,238,2,514.15,257.07500000000005,32,359,0.0,1,0.5,1.0,2,Mid,0,0,1,3,3,133,7,At Risk
15247,122,1,356.0,356.0,6,122,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
15249,32,13,6688.46,514.496923076923,211,257,0.005560189046426032,0,0.0769,1.0,13,High,1,1,4,5,5,455,14,Champions
15251,9,11,10484.99,953.180909090909,97,242,0.01390220517737074,0,0.0909,1.0,11,High,1,1,5,5,5,555,15,Champions
15252,36,2,740.78,370.39,44,183,0.0,1,0.5,1.0,2,Mid,0,1,3,3,3,333,9,Loyal Customers
15253,16,5,918.1999999999999,183.64,52,170,0.0023041474654351335,1,0.4,2.0,5,Mid,0,1,4,4,3,443,11,Champions
15254,127,1,300.36,300.36,18,127,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
15255,67,1,890.85,890.85,47,67,0.0,0,0.0,0.0,1,Mid,0,0,3,1,3,313,7,Potential Loyalists
15256,149,1,98.45,98.45,6,149,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15257,283,1,317.15,317.15,7,283,0.02127659574422816,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
15258,169,2,623.16,311.58000000000004,32,217,0.0,1,0.0,0.0,2,Mid,0,0,2,3,3,233,8,Loyal Customers
15260,100,7,1810.77,258.68142857142857,62,373,0.026402640263997357,0,0.2857,2.0,7,High,1,0,2,5,4,254,11,Loyal Customers
15261,135,1,254.82,254.82,19,135,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
15262,324,1,178.95000000000002,178.95000000000002,10,324,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15263,107,1,156.51,156.51,12,107,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15264,64,1,393.74,393.74,23,64,0.0,0,0.0,0.0,1,Mid,0,0,3,1,2,312,6,Lost
15265,151,2,1506.1200000000001,753.06,76,236,0.0,1,0.0,0.0,2,High,1,0,2,3,4,234,9,Loyal Customers
15266,338,1,119.3,119.3,6,338,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15267,22,5,1717.36,343.472,8,183,0.0,1,0.2,1.0,5,High,1,1,4,4,4,444,12,Champions
15269,24,1,408.8,408.8,2,24,0.0,0,1.0,1.0,1,Mid,0,0,4,1,2,412,7,New Customers
15270,16,7,2379.49,339.9271428571428,22,310,0.03916614024002579,0,0.2857,2.0,7,High,1,1,4,5,5,455,14,Champions
15271,7,15,2507.07,167.138,184,365,0.003946329913177627,1,0.2667,4.0,15,High,1,1,5,5,5,555,15,Champions
15272,57,2,721.94,360.97,63,86,0.0,1,0.0,0.0,2,Mid,0,1,3,3,3,333,9,Loyal Customers
15274,4,2,716.57,358.285,44,18,0.0,1,1.0,2.0,2,Mid,0,1,5,3,3,533,11,Loyal Customers
15275,38,1,615.14,615.14,41,38,0.002004008016028048,0,1.0,1.0,1,Mid,0,0,3,1,3,313,7,Potential Loyalists
15276,66,1,135.31,135.31,49,66,0.0,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
15277,47,1,255.89999999999998,255.89999999999998,12,47,0.0,0,0.0,0.0,1,Low,0,0,3,1,2,312,6,Lost
15279,355,1,290.51,290.51,19,355,0.020725388600928884,0,1.0,1.0,1,Low,0,0,1,1,2,112,4,Lost
15280,172,1,113.12,113.12,16,172,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15281,59,9,2332.15,259.1277777777778,121,333,0.014646053702184992,0,0.0,0.0,9,High,1,1,3,5,5,355,13,Loyal Customers
15286,50,1,240.55,240.55,3,50,0.0,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
15287,22,2,486.69,243.34500000000003,17,71,0.002304147465432479,1,0.5,1.0,2,Mid,0,1,4,3,3,433,10,Loyal Customers
15288,43,5,2306.52,461.304,80,365,0.0,1,0.2,1.0,5,High,1,1,3,4,5,345,12,Loyal Customers
15289,29,3,939.78,313.26,43,250,0.011764705882341407,0,0.3333,1.0,3,Mid,0,1,4,3,4,434,11,Loyal Customers
15290,5,18,7943.22,441.29,93,359,0.015313935681466787,0,0.2778,5.0,18,High,1,1,5,5,5,555,15,Champions
15291,26,14,4623.3,330.2357142857143,61,374,0.013608634443916655,0,0.3571,5.0,14,High,1,1,4,5,5,455,14,Champions
15292,201,1,180.94,180.94,24,201,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15296,51,6,3672.86,612.1433333333333,137,327,0.005070422535208411,0,0.0,0.0,6,High,1,1,3,5,5,355,13,Loyal Customers
15297,10,3,641.94,213.98000000000002,30,64,0.006802721088412236,0,0.6667,2.0,3,Mid,0,1,5,3,3,533,11,Loyal Customers
15298,2,12,4799.9,399.9916666666666,115,366,0.10459770114939523,0,0.3333,4.0,12,High,1,1,5,5,5,555,15,Champions
15299,67,6,3907.01,651.1683333333334,6,372,0.0016937669376688028,1,0.5,3.0,6,High,0,1,3,5,5,355,13,Loyal Customers
15300,64,1,496.44,496.44,28,64,0.0,0,0.0,0.0,1,Mid,0,0,3,1,3,313,7,Potential Loyalists
15301,51,12,5070.35,422.5291666666667,167,369,0.0025161754133707706,1,0.0833,1.0,12,High,1,1,3,5,5,355,13,Loyal Customers
15303,290,1,574.02,574.02,31,290,0.0,0,0.0,0.0,1,Mid,0,0,1,1,3,113,5,Lost
15304,61,8,694.4000000000001,86.8,8,369,0.0370370370366941,0,0.125,1.0,8,Mid,0,1,3,5,3,353,11,Loyal Customers
15306,64,3,1174.35,391.45,57,148,0.0,1,0.0,0.0,3,High,1,1,3,3,4,334,10,Loyal Customers
15307,96,1,205.3,205.3,12,96,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15308,274,1,310.47,310.47,19,274,0.01129943502818475,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
15311,1,91,60767.9,667.7791208791209,567,374,0.012258197993172333,0,0.2418,22.0,91,High,1,1,5,5,5,555,15,Champions
15312,75,4,924.85,231.2125,42,354,0.005780346820798111,0,0.25,1.0,4,Mid,0,1,2,4,3,243,9,Loyal Customers
15313,110,1,52.0,52.0,1,110,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15314,199,1,327.97,327.97,24,199,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
15315,64,2,570.5,285.25,35,116,0.027088036117350917,0,0.0,0.0,2,Mid,0,1,3,3,3,333,9,Loyal Customers
15316,327,1,165.0,165.0,1,327,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15318,4,1,312.62,312.62,33,4,0.0,0,1.0,1.0,1,Low,0,0,5,1,2,512,8,New Customers
15319,284,1,204.5,204.5,16,284,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15320,44,1,267.13,267.13,36,44,0.0,0,0.0,0.0,1,Low,0,0,3,1,2,312,6,Lost
15321,71,3,2748.31,916.1033333333334,83,292,0.015012510425341942,0,0.0,0.0,3,High,1,1,3,3,5,335,11,Loyal Customers
15322,86,1,679.68,679.68,42,86,0.1092077087792094,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
15325,104,1,162.29,162.29,47,104,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15326,334,1,311.71,311.71,29,334,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
15327,53,1,208.75,208.75,10,53,0.0,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
15329,39,3,1049.7,349.90000000000003,51,172,0.012195121951194725,0,0.0,0.0,3,Mid,0,1,3,3,4,334,10,Loyal Customers
15330,32,2,714.96,357.48,10,61,0.0,1,0.5,1.0,2,Mid,0,1,4,3,3,433,10,Loyal Customers
15332,366,4,1661.06,415.265,29,370,0.0,1,1.0,4.0,4,High,0,0,1,4,4,144,9,At Risk
15333,208,1,1028.56,1028.56,16,208,0.0,0,0.0,0.0,1,Mid,0,0,1,1,4,114,6,Lost
15334,157,3,348.72,116.24000000000001,66,173,0.0,1,0.0,0.0,3,Low,0,0,2,3,2,232,7,Need Attention
15335,54,1,173.97,173.97,34,54,0.0,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
15339,66,2,574.07,287.03499999999997,77,318,0.004784688995203864,0,0.0,0.0,2,Mid,0,1,3,3,3,333,9,Loyal Customers
15341,81,1,2020.52,2020.52,17,81,0.0,0,0.0,0.0,1,High,1,0,2,1,4,214,7,Lost
15342,130,1,406.09,406.09,24,130,0.024137931034399526,0,0.0,0.0,1,Mid,0,0,2,1,2,212,5,Lost
15343,87,1,364.5,364.5,21,87,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
15344,1,3,563.94,187.98,21,74,0.07936507936444948,0,0.6667,2.0,3,Mid,0,1,5,3,3,533,11,Loyal Customers
15345,46,1,393.54,393.54,20,46,0.035714285713860545,0,0.0,0.0,1,Mid,0,0,3,1,2,312,6,Lost
15346,333,1,252.42000000000002,252.42000000000002,17,333,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
15347,366,1,201.60000000000002,201.60000000000002,5,366,0.0,0,1.0,1.0,1,Low,0,0,1,1,1,111,3,Lost
15348,72,1,158.04,158.04,9,72,0.0,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
15349,158,2,473.81,236.905,65,187,0.0,1,0.0,0.0,2,Mid,0,0,2,3,2,232,7,Need Attention
15350,373,1,115.65,115.65,5,373,0.0,0,1.0,1.0,1,Low,0,0,1,1,1,111,3,Lost
15351,12,7,1960.1100000000001,280.0157142857143,157,370,0.027131782945701382,0,0.4286,3.0,7,High,1,1,5,5,4,554,14,Champions
15353,255,2,777.02,388.51,59,368,0.0,1,0.5,1.0,2,Mid,0,0,1,3,3,133,7,At Risk
15355,29,2,277.05,138.525,9,53,0.0,1,0.5,1.0,2,Low,0,1,4,3,2,432,9,Promising
15356,31,10,2766.5,276.65,215,368,0.0,1,0.3,3.0,10,High,1,1,4,5,5,455,14,Champions
15358,5,22,8347.2,379.41818181818184,292,366,0.01714763697197586,0,0.2273,5.0,22,High,1,1,5,5,5,555,15,Champions
15360,40,1,427.93,427.93,13,40,0.0,0,0.0,0.0,1,Mid,0,0,3,1,2,312,6,Lost
15361,362,1,418.92,418.92,7,362,0.0,0,1.0,1.0,1,Mid,0,0,1,1,2,112,4,Lost
15363,373,1,326.0,326.0,16,373,0.006896551724090369,0,1.0,1.0,1,Low,0,0,1,1,2,112,4,Lost
15364,96,2,913.19,456.595,29,254,0.0,1,0.0,0.0,2,Mid,0,0,2,3,3,233,8,Loyal Customers
15365,26,7,2314.32,330.6171428571429,65,315,0.23066004258322878,0,0.4286,3.0,7,High,1,1,4,5,5,455,14,Champions
15366,75,2,602.51,301.255,37,358,0.0,1,0.5,1.0,2,Mid,0,1,2,3,3,233,8,Loyal Customers
15367,57,4,1877.59,469.39750000000004,91,275,0.001888574126532683,1,0.0,0.0,4,High,1,1,3,4,4,344,11,Loyal Customers
15368,21,1,446.94000000000005,446.94000000000005,4,21,0.0,0,1.0,1.0,1,Mid,0,0,4,1,2,412,7,New Customers
15370,41,7,2386.05,340.86428571428576,65,333,0.002403846153843265,1,0.0,0.0,7,High,1,1,3,5,5,355,13,Loyal Customers
15372,137,1,2007.3999999999999,2007.3999999999999,27,137,0.0,0,0.0,0.0,1,High,1,0,2,1,4,214,7,Lost
15373,8,12,2415.91,201.32583333333332,74,371,0.04580152671746984,0,0.4167,5.0,12,High,1,1,5,5,5,555,15,Champions
15374,129,1,168.0,168.0,3,129,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15376,40,3,1233.3600000000001,411.11999999999995,100,222,0.0,1,0.0,0.0,3,High,1,1,3,3,4,334,10,Loyal Customers
15379,169,7,3703.29,529.0414285714286,145,358,0.005179110919289953,0,0.1429,1.0,7,High,1,0,2,5,5,255,12,Loyal Customers
15380,9,5,1690.2600000000002,338.052,22,365,0.005291005290991294,0,0.4,2.0,5,High,1,1,5,4,4,544,13,Champions
15381,214,2,596.85,298.42499999999995,8,268,0.0,1,0.0,0.0,2,Mid,0,0,1,3,3,133,7,At Risk
15382,15,6,5955.71,992.6183333333333,193,296,0.002238249191742791,1,0.1667,1.0,6,High,1,1,4,5,5,455,14,Champions
15384,170,2,642.41,321.205,34,360,0.005008347245400654,0,0.5,1.0,2,Mid,0,0,2,3,3,233,8,Loyal Customers
15385,40,1,316.88,316.88,12,40,0.0,0,0.0,0.0,1,Low,0,0,3,1,2,312,6,Lost
15386,186,1,394.14,394.14,31,186,0.0,0,0.0,0.0,1,Mid,0,0,1,1,2,112,4,Lost
15388,270,1,140.54,140.54,10,270,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15389,172,1,500.0,500.0,1,172,0.0,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
15392,5,4,1535.53,383.8825,74,360,0.009309542280830637,0,0.75,3.0,4,High,0,1,5,4,4,544,13,Champions
15393,16,2,231.86,115.93,10,281,0.0,1,0.5,1.0,2,Low,0,1,4,3,1,431,8,Lost
15394,10,4,2183.54,545.885,54,359,0.0,1,0.5,2.0,4,High,0,1,5,4,5,545,14,Champions
15395,326,1,107.45,107.45,7,326,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15396,113,1,288.18,288.18,14,113,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
15397,290,1,94.0,94.0,6,290,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15398,16,2,1345.53,672.7650000000001,60,78,0.002594033722435027,1,0.5,1.0,2,High,0,1,4,3,4,434,11,Loyal Customers
15399,1,3,815.77,271.92333333333335,45,79,0.0,1,0.6667,2.0,3,Mid,0,1,5,3,3,533,11,Loyal Customers
15400,92,5,716.2,143.24,10,279,0.07142857142840137,0,0.0,0.0,5,Mid,0,0,2,4,3,243,9,Loyal Customers
15402,149,2,626.35,313.175,34,196,0.0,1,0.0,0.0,2,Mid,0,0,2,3,3,233,8,Loyal Customers
15405,189,1,349.1,349.1,8,189,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
15406,31,2,510.71000000000004,255.35500000000002,51,301,0.066176470587992,0,0.5,1.0,2,Mid,0,1,4,3,3,433,10,Loyal Customers
15407,34,4,1056.44,264.11,142,305,0.0,1,0.25,1.0,4,Mid,0,1,3,4,4,344,11,Loyal Customers
15408,264,1,267.18,267.18,34,264,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
15410,84,8,3450.84,431.355,48,262,0.0,1,0.0,0.0,8,High,1,1,2,5,5,255,12,Loyal Customers
15411,26,4,1358.88,339.72,86,183,0.003759398496233535,1,0.25,1.0,4,High,1,1,4,4,4,444,12,Champions
15412,171,1,190.53,190.53,10,171,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15414,10,3,774.9000000000001,258.3,37,242,0.0,1,0.6667,2.0,3,Mid,0,1,5,3,3,533,11,Loyal Customers
15415,313,1,572.8100000000001,572.8100000000001,46,313,0.0,0,0.0,0.0,1,Mid,0,0,1,1,3,113,5,Lost
15416,65,4,3984.32,996.08,165,283,0.00047824007651818356,1,0.0,0.0,4,High,1,1,3,4,5,345,12,Loyal Customers
15417,85,1,508.8,508.8,28,85,0.0,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
15419,25,1,135.86,135.86,8,25,0.0,0,1.0,1.0,1,Low,0,0,4,1,1,411,6,New Customers
15421,59,4,950.36,237.59,40,310,0.0,1,0.0,0.0,4,Mid,0,1,3,4,4,344,11,Loyal Customers
15422,323,2,97.7,48.85,6,323,0.0,1,0.0,0.0,2,Low,0,0,1,3,1,131,5,Lost
15423,38,1,43.5,43.5,2,38,0.0,0,1.0,1.0,1,Low,0,0,3,1,1,311,5,Lost
15424,254,2,383.34,191.67000000000002,17,254,0.0,1,0.0,0.0,2,Mid,0,0,1,3,2,132,6,Need Attention
15426,19,5,1447.39,289.47799999999995,217,369,0.0160583941605605,0,0.8,4.0,5,High,0,1,4,4,4,444,12,Champions
15427,33,3,1483.14,494.37999999999994,233,47,0.0,1,0.6667,2.0,3,High,0,1,4,3,4,434,11,Loyal Customers
15428,15,1,93.78,93.78,6,15,0.0,0,1.0,1.0,1,Low,0,0,4,1,1,411,6,New Customers
15429,27,2,397.35,198.675,77,75,0.028132992327293778,0,0.5,1.0,2,Mid,0,1,4,3,2,432,9,Promising
15432,23,1,171.19,171.19,10,23,0.0,0,1.0,1.0,1,Low,0,0,4,1,1,411,6,New Customers
15433,214,2,533.3,266.65,40,267,0.20179372197279255,0,0.0,0.0,2,Mid,0,0,1,3,3,133,7,At Risk
15434,8,5,1041.48,208.296,40,200,0.013719512195101037,0,0.4,2.0,5,Mid,0,1,5,4,4,544,13,Champions
15435,22,1,149.29,149.29,29,22,0.0,0,1.0,1.0,1,Low,0,0,4,1,1,411,6,New Customers
15436,12,3,1122.53,374.1766666666667,243,234,0.0,1,0.3333,1.0,3,Mid,0,1,5,3,4,534,12,Loyal Customers
15437,262,1,200.16,200.16,44,262,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15438,131,1,156.57999999999998,156.57999999999998,25,131,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15440,55,3,383.68,127.89333333333333,50,209,0.0,1,0.0,0.0,3,Mid,0,1,3,3,2,332,8,Promising
15442,249,1,594.0,594.0,2,249,0.0,0,0.0,0.0,1,Mid,0,0,1,1,3,113,5,Lost
15443,2,7,3236.91,462.4157142857143,237,320,0.0018007202881141653,1,0.4286,3.0,7,High,1,1,5,5,5,555,15,Champions
15444,9,2,1418.26,709.1299999999999,191,40,0.0,1,0.5,1.0,2,High,0,1,5,3,4,534,12,Loyal Customers
15445,264,1,113.5,113.5,5,264,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15447,331,1,155.17,155.17,9,331,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15448,313,1,494.64,494.64,28,313,0.0,0,0.0,0.0,1,Mid,0,0,1,1,3,113,5,Lost
15449,26,3,974.52,324.84,47,262,0.0024570024569994385,1,0.3333,1.0,3,Mid,0,1,4,3,4,434,11,Loyal Customers
15450,30,1,429.84,429.84,30,30,0.0,0,1.0,1.0,1,Mid,0,0,4,1,2,412,7,New Customers
15452,30,3,538.73,179.57666666666668,47,264,0.0,1,0.3333,1.0,3,Mid,0,1,4,3,3,433,10,Loyal Customers
15453,2,7,1388.37,198.3385714285714,169,188,0.0,1,0.2857,2.0,7,High,1,1,5,5,4,554,14,Champions
15454,362,1,179.1,179.1,23,362,0.0,0,1.0,1.0,1,Low,0,0,1,1,1,111,3,Lost
15456,283,3,447.22,149.07333333333335,48,359,0.0,1,0.3333,1.0,3,Mid,0,0,1,3,2,132,6,Need Attention
15457,262,1,237.07,237.07,56,262,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
15458,25,1,161.64,161.64,7,25,0.0,0,1.0,1.0,1,Low,0,0,4,1,1,411,6,New Customers
15460,354,1,216.76,216.76,53,354,0.0,0,1.0,1.0,1,Low,0,0,1,1,1,111,3,Lost
15462,94,3,234.6,78.2,9,187,0.0,1,0.0,0.0,3,Low,0,0,2,3,1,231,6,Lost
15463,29,1,126.14,126.14,7,29,0.0,0,1.0,1.0,1,Low,0,0,4,1,1,411,6,New Customers
15464,338,1,1048.85,1048.85,155,338,0.0,0,0.0,0.0,1,Mid,0,0,1,1,4,114,6,Lost
15465,20,18,7354.62,408.59,43,370,0.03084040092518825,0,0.1667,3.0,18,High,1,1,4,5,5,455,14,Champions
15466,85,1,334.53,334.53,56,85,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
15467,9,3,524.88,174.96,41,152,0.012738853503144144,0,0.3333,1.0,3,Mid,0,1,5,3,3,533,11,Loyal Customers
15468,51,2,467.51,233.755,24,51,0.03124999999980469,0,0.0,0.0,2,Mid,0,1,3,3,2,332,8,Promising
15469,50,2,538.55,269.275,24,120,0.01923076923064596,0,0.0,0.0,2,Mid,0,1,3,3,3,333,9,Loyal Customers
15471,2,1,469.48,469.48,67,2,0.0,0,1.0,1.0,1,Mid,0,0,5,1,2,512,8,New Customers
15472,113,1,371.56,371.56,76,113,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
15473,14,7,1771.2,253.02857142857144,4,61,0.1515151515149602,0,0.2857,2.0,7,High,1,1,5,5,4,554,14,Champions
15475,77,1,454.10999999999996,454.10999999999996,29,77,0.0,0,0.0,0.0,1,Mid,0,0,2,1,2,212,5,Lost
15478,40,2,1441.42,720.71,34,57,0.0,1,0.0,0.0,2,High,1,1,3,3,4,334,10,Loyal Customers
15480,116,1,905.5,905.5,45,116,0.0,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
15482,16,11,11014.96,1001.3599999999999,45,359,0.2871751171708156,0,0.6364,7.0,11,High,0,1,4,5,5,455,14,Champions
15483,161,4,233.81,58.4525,74,267,0.0,1,0.0,0.0,4,Low,0,0,2,4,1,241,7,Lost
15484,1,4,3594.31,898.5775,135,78,0.005050505050503457,0,0.5,2.0,4,High,0,1,5,4,5,545,14,Champions
15485,30,3,2575.0,858.3333333333334,59,373,0.0,1,0.6667,2.0,3,High,0,1,4,3,5,435,12,Loyal Customers
15488,93,1,91.32000000000001,91.32000000000001,2,93,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
15489,23,3,1134.28,378.0933333333333,47,211,0.024077046548918016,0,0.3333,1.0,3,Mid,0,1,4,3,4,434,11,Loyal Customers
15491,95,6,3100.09,516.6816666666667,108,236,0.013189448441239095,0,0.0,0.0,6,High,1,0,2,5,5,255,12,Loyal Customers
15492,28,2,659.4599999999999,329.73,32,74,0.0,1,0.5,1.0,2,Mid,0,1,4,3,3,433,10,Loyal Customers
15493,33,5,2001.8,400.36,177,271,0.00884955752210823,0,0.4,2.0,5,High,1,1,4,4,4,444,12,Champions
15494,21,2,1299.23,649.615,120,121,0.0,1,0.5,1.0,2,High,0,1,4,3,4,434,11,Loyal Customers
15497,18,2,1262.2,631.1,13,320,0.0031948881789086343,1,0.5,1.0,2,High,0,1,4,3,4,434,11,Loyal Customers
